filename,width,height,class,xmin,ymin,xmax,ymax
-59-_jpg.rf.01aae21a855c4676663d927d6a5d0df6.jpg,640,640,Plat,0,0,640,640
-78-_jpeg.rf.052d6995f8b63cb914f9bff46bd15b1f.jpg,640,640,Plat,7,0,625,640
-28-_jpg.rf.05d183d2df91280b6cb25ceb832a3ea8.jpg,640,640,Plat,181,205,528,412
-31-_jpg.rf.082958dacd98cd91eec6d8a8e4317649.jpg,640,640,Plat,235,463,405,557
-5-_jpg.rf.09002f07b9874add51b6a6d965a32326.jpg,640,640,Plat,0,0,640,640
-4-_jpg.rf.0c9f6389a3661d2d2dfab872d5334fc3.jpg,640,640,Plat,0,22,631,626
-55-_jpeg.rf.25e5b0a451b2e8d68dd702e1608af42d.jpg,640,640,Plat,0,0,640,640
-40-_jpeg.rf.1a4fe80d3481de8fe2c5ad0838454584.jpg,640,640,Plat,0,0,640,629
-52-_jpg.rf.11ac23488e4c7a3356c2d299ea1cfa14.jpg,640,640,Plat,190,154,517,371
-15-_jpeg.rf.12e79ccd8670c8b9be6b6bb199b8b15e.jpg,640,640,Plat,0,0,626,640
-33-_jpeg.rf.13413b0f6d9d1964fc0bed273a6873cb.jpg,640,640,Plat,5,12,640,615
-50-_jpg.rf.1ca60bc645786d777e97b3db2a4e82e2.jpg,640,640,Plat,0,0,640,640
-101-_jpg.rf.1fc440989ca9a343d4642bb2154948aa.jpg,640,640,Plat,0,0,640,640
-59-_jpeg.rf.1d078ba383afac695c0594dcd15cbdbc.jpg,640,640,Plat,0,0,640,640
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,44,397,105,434
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,231,370,305,441
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,395,364,452,411
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,475,369,535,428
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,573,373,638,419
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,289,275,322,299
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,209,222,251,262
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,146,222,192,262
-74-_jpg.rf.26d00b752ee888b151c0808acf19ff9a.jpg,640,640,Plat,344,283,382,309
-99-_jpeg.rf.2c78a6fd3ac1f5f4fcfdd11bdfbd39d6.jpg,640,640,Plat,3,0,640,640
-68-_jpg.rf.009cc677b4f6ab8514501071e0b54de8.jpg,640,640,Plat,276,450,383,518
