filename,width,height,class,xmin,ymin,xmax,ymax
21587809_jpg.rf.20e702fb8ea6451056da9b1352f5efbf.jpg,640,640,License_Plate,447,436,528,483
21587809_jpg.rf.20e702fb8ea6451056da9b1352f5efbf.jpg,640,640,cars,33,93,631,552
21368347_jpg.rf.20fe58a322505db6f67825eb5783b27b.jpg,640,640,License_Plate,142,388,228,453
21368347_jpg.rf.20fe58a322505db6f67825eb5783b27b.jpg,640,640,cars,63,37,606,573
21414484_jpg.rf.20caaa3a91d958b77034f73c9f8de828.jpg,640,640,License_Plate,414,364,523,439
21414484_jpg.rf.20caaa3a91d958b77034f73c9f8de828.jpg,640,640,cars,29,39,617,600
21613709_jpg.rf.2170dcd11a7592178a7b9f076ff9913f.jpg,640,640,License_Plate,167,415,276,464
21613709_jpg.rf.2170dcd11a7592178a7b9f076ff9913f.jpg,640,640,cars,65,46,582,564
21359328_jpg.rf.2107238c81b9b8ba1679312cfb1321e3.jpg,640,640,License_Plate,485,421,540,453
21359328_jpg.rf.2107238c81b9b8ba1679312cfb1321e3.jpg,640,640,cars,16,143,592,544
IMG_5349_JPG_jpg.rf.216e303370580733434f473e048f9326.jpg,640,640,motorcyle,158,60,502,640
IMG_5349_JPG_jpg.rf.216e303370580733434f473e048f9326.jpg,640,640,License_Plate,230,275,443,474
IMG_5349_JPG_jpg.rf.216e303370580733434f473e048f9326.jpg,640,640,motorcyle,0,260,109,640
NOT-10-10-252-128_20221103095200_VEHICLE_DETECTION_jpg.rf.20ecf28d50ba514ef231926d54c5aa52.jpg,640,640,License_Plate,94,217,171,256
NOT-10-10-252-128_20221103095200_VEHICLE_DETECTION_jpg.rf.20ecf28d50ba514ef231926d54c5aa52.jpg,640,640,truck,0,0,482,486
21435071_jpg.rf.21abb510b52141d38317cfa4a91f5b3b.jpg,640,640,License_Plate,366,481,432,519
21435071_jpg.rf.21abb510b52141d38317cfa4a91f5b3b.jpg,640,640,cars,105,59,550,572
IMG_5342_JPG_jpg.rf.213bf51a5ec432576d0b654e4fd7f3c9.jpg,640,640,motorcyle,469,0,640,561
IMG_5342_JPG_jpg.rf.213bf51a5ec432576d0b654e4fd7f3c9.jpg,640,640,License_Plate,216,203,412,369
IMG_5342_JPG_jpg.rf.213bf51a5ec432576d0b654e4fd7f3c9.jpg,640,640,motorcyle,179,0,476,631
IMG_5342_JPG_jpg.rf.213bf51a5ec432576d0b654e4fd7f3c9.jpg,640,640,motorcyle,4,107,157,618
IMG_5357_JPG_jpg.rf.20f5805d929261fdac03ad804d7f3bff.jpg,640,640,License_Plate,457,134,627,282
IMG_5357_JPG_jpg.rf.20f5805d929261fdac03ad804d7f3bff.jpg,640,640,License_Plate,58,235,230,371
IMG_5357_JPG_jpg.rf.20f5805d929261fdac03ad804d7f3bff.jpg,640,640,motorcyle,0,24,285,640
IMG_5357_JPG_jpg.rf.20f5805d929261fdac03ad804d7f3bff.jpg,640,640,motorcyle,348,12,640,640
21587891_jpg.rf.2179bf17f10fd1e8f4f6335a4ca23cd7.jpg,640,640,License_Plate,161,415,239,454
21587891_jpg.rf.2179bf17f10fd1e8f4f6335a4ca23cd7.jpg,640,640,cars,86,118,534,531
21343686_jpg.rf.21248e85f363500eb4a5953bd3a3f84a.jpg,640,640,License_Plate,473,390,522,422
21343686_jpg.rf.21248e85f363500eb4a5953bd3a3f84a.jpg,640,640,cars,53,176,566,508
r022_jpg.rf.20b40c01863afc09f908b7b2dabe12eb.jpg,640,640,License_Plate,337,406,414,462
r022_jpg.rf.20b40c01863afc09f908b7b2dabe12eb.jpg,640,640,License_Plate,21,352,68,397
r022_jpg.rf.20b40c01863afc09f908b7b2dabe12eb.jpg,640,640,cars,254,18,640,612
r022_jpg.rf.20b40c01863afc09f908b7b2dabe12eb.jpg,640,640,cars,0,83,424,503
21338721_jpg.rf.20ea32dfc3e9f32da9caeaaeb00ac785.jpg,640,640,License_Plate,428,442,488,492
21338721_jpg.rf.20ea32dfc3e9f32da9caeaaeb00ac785.jpg,640,640,cars,118,84,540,532
NOTDONE-10-10-252-125_20221103143304_VEHICLE_DETECTION_jpg.rf.20ff77d326047fa36354fd1fa4740ca6.jpg,640,640,License_Plate,168,338,231,378
NOTDONE-10-10-252-125_20221103143304_VEHICLE_DETECTION_jpg.rf.20ff77d326047fa36354fd1fa4740ca6.jpg,640,640,cars,1,22,326,447
21443989_jpg.rf.20f51d8a74ad447cee565749b4d69492.jpg,640,640,License_Plate,376,489,446,522
21443989_jpg.rf.20f51d8a74ad447cee565749b4d69492.jpg,640,640,cars,117,50,511,581
21439249_jpg.rf.20dee10571d3e894b269e4d4cc6dec8e.jpg,640,640,License_Plate,187,400,250,436
21439249_jpg.rf.20dee10571d3e894b269e4d4cc6dec8e.jpg,640,640,cars,126,165,509,510
fortuner35_jpg.rf.21b71d40b9927c65bdf77a9ffa886899.jpg,640,640,License_Plate,453,437,564,487
fortuner35_jpg.rf.21b71d40b9927c65bdf77a9ffa886899.jpg,640,640,cars,24,119,624,566
21426579_jpg.rf.211f87231cd93ded9f9128961ba74260.jpg,640,640,License_Plate,401,479,467,524
21426579_jpg.rf.211f87231cd93ded9f9128961ba74260.jpg,640,640,cars,65,40,588,599
21426634_jpg.rf.215c64028bde66fc41cb7609842e5042.jpg,640,640,License_Plate,489,356,544,391
21426634_jpg.rf.215c64028bde66fc41cb7609842e5042.jpg,640,640,cars,17,121,599,505
IMG_5397_JPG_jpg.rf.221b0d6bd186b175499c12f6157862e4.jpg,640,640,License_Plate,242,216,450,404
IMG_5397_JPG_jpg.rf.221b0d6bd186b175499c12f6157862e4.jpg,640,640,motorcyle,56,0,509,638
21375657_jpg.rf.21d540d58662c9201f2a674fe6231e82.jpg,640,640,License_Plate,530,392,587,436
21375657_jpg.rf.21d540d58662c9201f2a674fe6231e82.jpg,640,640,cars,25,100,613,521
21359326_jpg.rf.21e932d1bc3f367b811cb29ab28c9227.jpg,640,640,License_Plate,138,407,215,444
