filename,width,height,class,xmin,ymin,xmax,ymax
227-E-2075-OD-11-18_jpg.rf.f97fcce7260a14770fae594c4b9e4233.jpg,416,416,platNomor,0,0,415,414
360-E-4690-PAL-04-22_jpg.rf.f8dece61f44eeb7a5bf2dfa3234be103.jpg,416,416,platNomor,0,0,413,366
127-E-6932-TW-05-18_jpg.rf.f9698891679e7aae2e8bb95892a5af8f.jpg,416,416,platNomor,5,0,415,392
283-E-2870-QAA-10-22_jpeg.rf.fa2e6d2203d6ec72e8a3c1a70d7bef2f.jpg,416,416,platNomor,0,0,415,399
IMG-20180108-WA0029_jpg.rf.f940c696c7037e26402942134f2a9160.jpg,416,416,platNomor,230,91,249,109
IMG-20180108-WA0029_jpg.rf.f940c696c7037e26402942134f2a9160.jpg,416,416,platNomor,352,135,367,149
IMG-20180108-WA0029_jpg.rf.f940c696c7037e26402942134f2a9160.jpg,416,416,platNomor,303,130,320,145
IMG-20180108-WA0029_jpg.rf.f940c696c7037e26402942134f2a9160.jpg,416,416,platNomor,247,166,293,209
IMG-20180108-WA0029_jpg.rf.f940c696c7037e26402942134f2a9160.jpg,416,416,platNomor,99,167,152,221
7-E-4594-Q-08-18_jpeg.rf.fa783f4fa681bdf8df911f0044f5a3f9.jpg,416,416,platNomor,0,0,415,416
18-E-3865-PAF-08-21_jpeg.rf.f91577a4e641fe2843fceb8de7375d19.jpg,416,416,platNomor,0,0,415,415
320-E-3796-PY-05-20_jpg.rf.fa20cb33644d5a94239ce72504c24b13.jpg,416,416,platNomor,0,7,415,415
IMG-20180108-WA0069_jpg.rf.f7a235ed88954dbd43855d8982d6ac23.jpg,416,416,platNomor,125,57,144,71
IMG-20180108-WA0069_jpg.rf.f7a235ed88954dbd43855d8982d6ac23.jpg,416,416,platNomor,83,62,106,81
IMG-20180108-WA0069_jpg.rf.f7a235ed88954dbd43855d8982d6ac23.jpg,416,416,platNomor,376,141,405,159
IMG-20180108-WA0069_jpg.rf.f7a235ed88954dbd43855d8982d6ac23.jpg,416,416,platNomor,91,139,142,179
IMG-20180108-WA0069_jpg.rf.f7a235ed88954dbd43855d8982d6ac23.jpg,416,416,platNomor,289,190,334,227
37-E-4127-QI-05-19_jpg.rf.f80a24928aea0a6f419c188194800a34.jpg,416,416,platNomor,0,0,415,415
IMG-20180108-WA0116_jpg.rf.f958a8cb534df6036b205d2fb7440fc0.jpg,416,416,platNomor,145,240,203,292
IMG-20180108-WA0088_jpg.rf.f9164159826208a14a40e14dcc4842a2.jpg,416,416,platNomor,65,201,161,272
IMG-20180108-WA0088_jpg.rf.f9164159826208a14a40e14dcc4842a2.jpg,416,416,platNomor,269,223,382,317
IMG-20180108-WA0115_jpg.rf.fa224483497a3ffa4eace81b4129412f.jpg,416,416,platNomor,112,254,149,281
IMG-20180108-WA0115_jpg.rf.fa224483497a3ffa4eace81b4129412f.jpg,416,416,platNomor,283,307,323,338
267-E-2747-TS-12-17_jpg.rf.f8c6a767409c3295fd5b9b6241f95982.jpg,416,416,platNomor,0,0,415,397
Cars424_png.rf.f9e487d77a16bfd3993401f903de0c8b.jpg,416,416,platNomor,80,122,320,230
271-E-2381-PAH-10-21_jpeg.rf.f83865e1b9b2c7cb4c4f2518876edf7e.jpg,416,416,platNomor,0,0,415,416
IMG-20180108-WA0111_jpg.rf.fa03975399389761e3c91bec90b9f26e.jpg,416,416,platNomor,50,230,78,254
IMG-20180108-WA0111_jpg.rf.fa03975399389761e3c91bec90b9f26e.jpg,416,416,platNomor,338,276,367,303
IMG-20180108-WA0111_jpg.rf.fa03975399389761e3c91bec90b9f26e.jpg,416,416,platNomor,254,267,284,298
IMG-20180108-WA0111_jpg.rf.fa03975399389761e3c91bec90b9f26e.jpg,416,416,platNomor,135,264,167,289
Cars422_png.rf.faad29e5b6305b4087f17e0ea570c7a8.jpg,416,416,platNomor,114,159,219,241
34-E-2987-QC-10-18_jpeg.rf.f8c00f8270200f3c139a84a8c2806a7c.jpg,416,416,platNomor,0,0,415,416
20171212_142243_jpg.rf.fa77386ec02da3269eeec294105d353a.jpg,416,416,platNomor,0,0,415,332
363-E-6263-RU-07-20_jpg.rf.f966eac5a6ead60dc5498fbc863528d8.jpg,416,416,platNomor,0,0,416,415
171-E-5605-QZ-12-20_jpeg.rf.facd50e5acf473244631cdcddeca4ca7.jpg,416,416,platNomor,3,4,415,389
302-E-3922-OI-05-19_jpg.rf.fb175a469b74f561c3c51b9f3daa6116.jpg,416,416,platNomor,0,0,415,415
236-E-536-YY-00-00_jpg.rf.fa7f1d2c100b4560e71840e89f7d73d3.jpg,416,416,platNomor,0,0,415,415
IMG-20211122-WA0049_jpg.rf.f9ac80a8326d0f076f00d5cbf8080548.jpg,416,416,platNomor,40,131,353,304
318-E-5827-QT-06-20_jpg.rf.f9191dd93edf985eae6b61f6b7d57099.jpg,416,416,platNomor,0,0,415,411
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,0,182,24,203
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,124,209,150,233
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,309,246,339,272
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,172,221,200,247
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,40,201,66,227
IMG-20180108-WA0064_jpg.rf.f9308543063cbb08fe10cc3cdc774d68.jpg,416,416,platNomor,229,238,266,276
IMG-20180108-WA0028_jpg.rf.faf9e5652a1bd405de529a2fa9c515ca.jpg,416,416,platNomor,38,263,62,291
IMG-20180108-WA0028_jpg.rf.faf9e5652a1bd405de529a2fa9c515ca.jpg,416,416,platNomor,123,261,148,291
IMG-20180108-WA0028_jpg.rf.faf9e5652a1bd405de529a2fa9c515ca.jpg,416,416,platNomor,176,299,203,332
IMG-20180108-WA0028_jpg.rf.faf9e5652a1bd405de529a2fa9c515ca.jpg,416,416,platNomor,370,283,403,326
