filename,width,height,class,xmin,ymin,xmax,ymax
26-E-4016-TO-08-22_jpeg.rf.0005a2b56833e4fc4807da1c2554a196.jpg,416,416,platNomor,3,12,414,398
18-E-3865-PAF-08-21_jpeg.rf.068ba2f38a3791e54181331323b53828.jpg,416,416,platNomor,0,1,414,411
IMG-20211122-WA0036_jpg.rf.04046f06375b2eff1c5880763befd3d0.jpg,416,416,platNomor,65,122,354,274
360-E-4690-PAL-04-22_jpg.rf.0564262bd11b4a23f721451e361a6aa3.jpg,416,416,platNomor,26,17,393,336
IMG-20211122-WA0043_jpg.rf.0285511cfb5923ca2b065d4547b53ac3.jpg,416,416,platNomor,107,125,371,267
304-E-5381-PAB-03-21_jpeg.rf.07812e1da9ee3ba530a7140080ac3bb5.jpg,416,416,platNomor,7,20,412,406
223-E-6186-PAP-08-22_jpeg.rf.06f6daec96ccc2f9e3e1ba632b7d145c.jpg,416,416,platNomor,5,2,415,400
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,100,144,121,162
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,136,150,156,165
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,188,179,206,193
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,263,235,288,258
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,311,237,345,269
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,376,245,410,270
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,156,246,189,276
IMG-20180108-WA0035_jpg.rf.07077380039b9961eb20314926493793.jpg,416,416,platNomor,29,250,61,278
206-E-2253-RB-01-21_jpg.rf.05a3f356e50fb102076a5a3e92ed78bc.jpg,416,416,platNomor,6,11,410,410
IMG-20180108-WA0066_jpg.rf.04f77ab0c9b4f5f6db276bf4fa3fb654.jpg,416,416,platNomor,201,187,231,209
