filename,width,height,class,xmin,ymin,xmax,ymax
27_jpg.rf.157aa4080710957ff45048201a3ebf71.jpg,640,640,plat,242,261,358,336
27_jpg.rf.1fc6f2c6707a637d80ac54f1e08f8aa0.jpg,640,640,plat,241,267,354,340
29_jpg.rf.1d2d1aebff8304e1ffa9b9ae73808982.jpg,640,640,plat,1,32,622,443
13_JPG.rf.305cceb19c9fe42de5d6b85035717653.jpg,640,640,plat,0,218,635,496
16_JPG.rf.15e1b62f72c17e9cced15f8c1d39472f.jpg,640,640,plat,5,387,351,588
9_JPG.rf.272a721310751303d58fda4b1fcaf2c7.jpg,640,640,plat,23,365,463,640
19_JPG.rf.30bfddc41ed2b162dc16f95d8ad48338.jpg,640,640,plat,139,399,312,523
29_jpg.rf.38c1acc44fd315dfe504b5cd35199894.jpg,640,640,plat,1,32,623,434
7_jpg.rf.6cbf4b6fb1e87fe6242832ff43c24270.jpg,640,640,plat,218,412,525,628
13_JPG.rf.6a64b0d4dc892a386e85f51f4b903a65.jpg,640,640,plat,0,186,638,523
16_JPG.rf.49c41b8e40d208c55a610caea3aaecab.jpg,640,640,plat,5,387,351,592
23_jpg.rf.6dfe00a74bc79705b36d8aa73117d2b2.jpg,640,640,plat,259,322,402,366
18_JPG.rf.6e5a6bcaab8daaf8d5408e5dd11c1c08.jpg,640,640,plat,90,87,616,486
23_jpg.rf.08955e25c082f0878771014cbf46ac29.jpg,640,640,plat,260,320,404,370
8_JPG.rf.41c6417d9c2cbaeb5184d026dd69a5ab.jpg,640,640,plat,105,247,486,513
6_jpg.rf.2986c3ead8bf80df10eeee5abfaa8444.jpg,640,640,plat,112,229,535,463
6_jpg.rf.994dc1ecc51e2bc3c44fb58ac4abc088.jpg,640,640,plat,111,222,539,466
19_JPG.rf.9d54fd3fe45af88cc3afdc18fb5dd192.jpg,640,640,plat,155,403,328,525
18_JPG.rf.adfa1bdecf5ccb2a9371ea53aa15cbb4.jpg,640,640,plat,99,105,596,459
26_jpg.rf.77ae8b631ee9ce016ca8eec48d434181.jpg,640,640,plat,152,355,295,464
21_jpg.rf.bc5a98b4ab9cadedcc628d2562da2601.jpg,640,640,plat,119,339,441,592
20_jpg.rf.3f9b937872612ad2acbb82ed301d1b60.jpg,640,640,plat,257,76,638,350
6_jpg.rf.8602c25758901f9a4c31da71c0625b42.jpg,640,640,plat,113,223,531,454
21_jpg.rf.c2132ee2e255b0fd478f4d8b61612ab2.jpg,640,640,plat,152,368,450,580
26_jpg.rf.251340a3f19fad6b557ec898ae961c9b.jpg,640,640,plat,150,340,280,432
18_JPG.rf.cc015ee71d1c67b2271c71d4e7249c98.jpg,640,640,plat,108,139,573,449
27_jpg.rf.c60d1104e9d0af7ee219c18353a8bf46.jpg,640,640,plat,239,272,354,349
8_JPG.rf.433a3dc96d713d8cab6bf582c177ced0.jpg,640,640,plat,103,235,492,522
16_JPG.rf.d501f6b0b0e6a94356eb6b9591dc2666.jpg,640,640,plat,0,387,344,596
9_JPG.rf.dd435d0c05cad7270994e03296e9e0d9.jpg,640,640,plat,0,334,447,640
20_jpg.rf.d7c2e1fae84b5a6612d7f4087be5a2f4.jpg,640,640,plat,292,132,640,402
20_jpg.rf.dd5803da4502f43e9c09e2f4d79659f8.jpg,640,640,plat,255,63,640,354
19_JPG.rf.eac3d18e8e506ef458b134caa33b11c4.jpg,640,640,plat,151,399,329,533
15_JPG.rf.39e17cfc39e3b36247cae88b1a564b58.jpg,640,640,plat,256,375,406,428
26_jpg.rf.dd4b4a4a0fb358d14ef515b8059b90a3.jpg,640,640,plat,160,354,292,451
21_jpg.rf.d8690475db88ab69b071e9ec5be49829.jpg,640,640,plat,162,367,467,600
15_JPG.rf.c39d812ce506b45bed8a555564d83cc6.jpg,640,640,plat,243,366,397,437
8_JPG.rf.7eb1e11e5f31932febc5110033c37aea.jpg,640,640,plat,134,272,504,516
7_jpg.rf.f2ae128bce6a4d7d4857f54e60a7b8f9.jpg,640,640,plat,208,427,507,631
23_jpg.rf.d377041c5d2b06984d2b3918e06887b6.jpg,640,640,plat,253,330,397,378
29_jpg.rf.f289de9a530fb5ff3a7af0f56264fef6.jpg,640,640,plat,0,0,617,469
9_JPG.rf.7592821d45dd20a94706e14d9e48bb62.jpg,640,640,plat,64,392,493,640
15_JPG.rf.f191be9d6770d50e45e2d0ac892f5d36.jpg,640,640,plat,266,351,419,426
13_JPG.rf.d1e9d5359d688e6762a8335320e66074.jpg,640,640,plat,0,186,638,516
7_jpg.rf.c51ec7e0ca62c4a8a17f2d3145f80edb.jpg,640,640,plat,166,447,444,606
